respondent_id,persona,age_group,gender,city_tier,occupation,monthly_income_band,fashion_identity,style_primary,style_secondary,purchase_influence,sustainability_score,shop_frequency,monthly_fashion_spend,max_outfit_spend,mystery_box_wtp,discount_sensitivity,clothing_oversized_tees,clothing_baggy_jeans,clothing_coords_sets,clothing_dresses_skirts,clothing_jackets_blazers,clothing_kurtis_ethnic,clothing_cargo_joggers,clothing_crop_tops,colour_neutrals,colour_earthy_tones,colour_pastels,colour_bold_neon,colour_vintage_washed,colour_prints_patterns,colour_monochrome,accessory_bags_totes,accessory_jewellery,accessory_belts_clips,accessory_caps_hats,accessory_sunglasses,upcycle_interest,bundle_preference,occasion_festivals,occasion_everyday_casual,occasion_college_work,occasion_weddings_events,occasion_travel,occasion_gifting,prior_thrift_experience,top_concern,discovery_channel,purchase_motivator,digital_trust_score,size_confidence,ugc_propensity,return_policy_sensitivity,subscription_intent,gifting_behaviour,purchase_intent
1280,Conscious Spender,18-22,Female,Metro,Self-employed/Freelancer,10k-25k,Avoid fast fashion actively,Y2K / Retro,None,Brand reputation,1,Once a month,2500-5000,700-1500,Would not buy,Likely yes,0,0,0,0,1,0,0,0,1.0,0,1.0,1,1,1,0,0,1,1,1,0.0,Interested if priced right,Prefer to mix myself,0,1,1,0,1.0,0,Yes a few times,No major concerns,Pop-up events,Unique pieces,COD/Easy return,Not confident at all,Engage but rarely post,Comfortable with it,Prefer one-off,Rarely,Maybe
1281,Bargain Hunter,28-34,Male,Tier 3 / Small town,Working professional,Below 10k,Dress for comfort/practicality,Y2K / Retro,Dark academia,Social media trends,4,Few times a year,Under 500,Under 300,800-1200,Likely yes,0,0,1,1,0,0,1,1,0.0,1,1.0,1,1,0,0,1,1,1,0,1.0,Interested if priced right,Prefer to mix myself,1,1,0,0,1.0,0,No and unlikely,No major concerns,Website/Online store,Low prices,Follower count/Brand credibility,Somewhat confident,Engage but rarely post,Yes would stop me,Prefer one-off,Yes occasionally,Maybe
1282,Fence-Sitter,23-27,Male,Metro,Working professional,50k-1L,Fashion as self-expression,Minimal / Clean girl,None,Peer recommendations,4,Few times a year,500-1000,300-700,500-800,Definitely yes,1,0,0,1,0,0,1,1,1.0,0,1.0,0,1,0,1,1,1,0,1,1.0,Not interested,Sometimes if it appeals,0,0,1,1,1.0,0,No but open,Quality/Wear and tear,YouTube hauls,Sustainability,Follower count/Brand credibility,Unsure - it concerns me,Occasionally,Makes me hesitate,No interest,Yes occasionally,Interested
1283,Bargain Hunter,23-27,Female,Rural,Working professional,Below 10k,Buy what is affordable,Y2K / Retro,Dark academia,Sustainability,4,Once a month,1000-2500,Under 300,Under 500,Definitely yes,0,1,1,0,1,0,0,1,0.0,0,0.0,0,1,0,0,0,1,0,0,0.0,Curious but unsure,Sometimes if it appeals,0,1,1,1,0.0,0,Yes a few times,No major concerns,Instagram/Reels,Great curation,Clear size guide and photos,Not confident at all,Engage but rarely post,Yes would stop me,Would subscribe immediately,Rarely,Maybe
1284,Aesthetic Chaser,18-22,Non-binary/Gender fluid,Metro,Student,50k-1L,Fashion as self-expression,Y2K / Retro,Minimal / Clean girl,Price/Affordability,4,Once every 2-3 months,1000-2500,1500-3000,800-1200,Unsure,1,1,0,1,1,1,0,1,0.0,0,0.0,1,1,1,1,1,0,1,1,1.0,Interested if priced right,Prefer to mix myself,0,1,1,0,1.0,0,Yes regularly,No major concerns,Instagram/Reels,Unique pieces,COD/Easy return,Unsure - it concerns me,Occasionally,Makes me hesitate,Prefer one-off,Yes occasionally,Interested
1285,Conscious Spender,18-22,Male,Metro,Working professional,Above 1L,Fashion as self-expression,Minimal / Clean girl,None,Peer recommendations,1,Once a month,2500-5000,700-1500,1200-1800,Likely yes,1,0,1,1,1,1,0,0,0.0,0,0.0,0,1,0,0,1,0,0,0,0.0,Interested if priced right,Sometimes if it appeals,1,0,1,0,1.0,1,Yes a few times,Size availability,Instagram/Reels,Sustainability,Clear size guide and photos,Very confident,Engage but rarely post,Depends on price,Maybe after first box,Rarely,Interested
1286,Bargain Hunter,23-27,Female,Tier 3 / Small town,Student,50k-1L,Follow trends to fit in,Streetwear,Minimal / Clean girl,Peer recommendations,3,Rarely,1000-2500,300-700,800-1200,Definitely yes,1,1,1,0,1,0,1,1,0.0,1,0.0,1,0,0,0,1,1,0,1,1.0,Not interested,Prefer complete looks,1,1,1,0,0.0,0,No but open,Quality/Wear and tear,Website/Online store,Low prices,Clear size guide and photos,Very confident,Engage but rarely post,Yes would stop me,No interest,Rarely,Maybe
1287,Aesthetic Chaser,18-22,Non-binary/Gender fluid,Metro,Working professional,Below 10k,Dress for comfort/practicality,Y2K / Retro,None,Sustainability,2,Once every 2-3 months,1000-2500,700-1500,800-1200,Likely yes,0,0,0,0,1,0,0,1,0.0,0,0.0,1,0,1,0,1,1,1,1,1.0,Very interested,Prefer to mix myself,0,1,0,1,0.0,0,No but open,Quality/Wear and tear,Instagram/Reels,Great curation,Clear size guide and photos,Very confident,Engage but rarely post,Makes me hesitate,Maybe after first box,Yes occasionally,Interested
1288,Conscious Spender,28-34,Female,Metro,Working professional,25k-50k,Dress for comfort/practicality,Sporty / Athleisure,Streetwear,Brand reputation,1,Once every 2-3 months,2500-5000,Above 3000,1200-1800,No,1,0,0,0,0,0,0,0,1.0,1,0.0,1,0,1,1,0,1,1,1,1.0,Curious but unsure,Sometimes if it appeals,0,1,0,0,1.0,1,No but open,Quality/Wear and tear,Instagram/Reels,Low prices,Clear size guide and photos,Somewhat confident,No,Yes would stop me,Maybe after first box,Yes occasionally,Not Interested
1289,Aesthetic Chaser,18-22,Male,Metro,Student,25k-50k,Fashion as self-expression,Y2K / Retro,Cottagecore / Boho,Brand reputation,2,Once a month,500-1000,Under 300,500-800,Definitely yes,1,1,0,0,0,0,0,0,1.0,0,0.0,0,1,0,0,1,1,0,0,0.0,Very interested,Prefer complete looks,0,1,0,1,0.0,1,No but open,Social stigma,WhatsApp drops,Sustainability,Clear size guide and photos,Very confident,Engage but rarely post,Makes me hesitate,Maybe after first box,Yes occasionally,Interested
1290,Aesthetic Chaser,18-22,Male,Metro,Student,10k-25k,Fashion as self-expression,Cottagecore / Boho,None,Social media trends,2,Multiple times a month,1000-2500,700-1500,800-1200,Unsure,0,0,0,1,0,0,0,0,1.0,1,1.0,0,0,1,0,0,0,1,0,0.0,Curious but unsure,Prefer to mix myself,0,0,0,0,1.0,0,Yes a few times,Size availability,Pop-up events,Easy returns,Reviews and tagged photos,Very confident,Yes regularly,Makes me hesitate,Maybe after first box,Yes occasionally,Interested
1291,Conscious Spender,23-27,Female,Metro,Self-employed/Freelancer,50k-1L,Avoid fast fashion actively,Sporty / Athleisure,Dark academia,Brand reputation,4,Few times a year,2500-5000,1500-3000,1200-1800,Probably not,0,1,1,1,0,0,1,1,1.0,0,1.0,0,1,0,0,0,0,0,0,1.0,Not interested,Sometimes if it appeals,1,0,0,1,0.0,1,Yes regularly,No major concerns,Instagram/Reels,Great curation,Follower count/Brand credibility,Somewhat confident,Occasionally,Comfortable with it,Prefer one-off,Rarely,Interested
1292,Aesthetic Chaser,18-22,Female,Metro,Working professional,10k-25k,Buy what is affordable,Y2K / Retro,Minimal / Clean girl,Social media trends,3,Multiple times a month,Above 5000,Above 3000,500-800,Likely yes,1,1,0,0,1,0,0,1,0.0,0,1.0,0,1,1,0,1,0,0,1,1.0,Curious but unsure,Sometimes if it appeals,0,1,1,1,1.0,0,Yes a few times,No major concerns,Instagram/Reels,Unique pieces,Reviews and tagged photos,Somewhat confident,Yes regularly,Comfortable with it,Maybe after first box,Yes occasionally,Interested
1293,Bargain Hunter,18-22,Female,Metro,Student,Below 10k,Follow trends to fit in,Minimal / Clean girl,Sporty / Athleisure,Price/Affordability,1,Rarely,1000-2500,300-700,1200-1800,Unsure,0,1,1,1,0,0,0,0,0.0,1,0.0,0,0,0,1,1,1,0,0,1.0,Not interested,Prefer complete looks,1,1,0,1,0.0,1,Yes a few times,Quality/Wear and tear,Website/Online store,Social proof,Reviews and tagged photos,Unsure - it concerns me,Occasionally,Comfortable with it,Maybe after first box,Rarely,Maybe
1294,Bargain Hunter,35-44,Female,Tier 2,Self-employed/Freelancer,Below 10k,Dress for comfort/practicality,Minimal / Clean girl,None,Price/Affordability,3,Once every 2-3 months,1000-2500,300-700,500-800,Likely yes,0,0,0,1,0,0,0,0,1.0,1,0.0,0,1,0,1,1,0,1,0,1.0,Curious but unsure,Sometimes if it appeals,0,1,1,0,1.0,1,Yes a few times,Size availability,Instagram/Reels,Low prices,COD/Easy return,Not confident at all,Engage but rarely post,Makes me hesitate,Would subscribe immediately,Yes occasionally,Maybe
1295,Fence-Sitter,23-27,Female,Tier 2,Self-employed/Freelancer,50k-1L,Follow trends to fit in,Minimal / Clean girl,Streetwear,Peer recommendations,3,Multiple times a month,500-1000,300-700,Would not buy,Likely yes,0,1,1,0,1,0,0,1,1.0,1,0.0,0,1,0,1,1,1,0,0,0.0,Curious but unsure,Prefer complete looks,0,0,1,1,1.0,0,No but open,Hygiene/Cleanliness,Instagram/Reels,Easy returns,COD/Easy return,Unsure - it concerns me,Engage but rarely post,Yes would stop me,Maybe after first box,Yes occasionally,Maybe
1296,Aesthetic Chaser,23-27,Female,Metro,Student,10k-25k,Buy what is affordable,Streetwear,None,Social media trends,3,Once every 2-3 months,2500-5000,300-700,800-1200,Likely yes,0,0,0,0,1,1,1,0,1.0,0,0.0,0,0,0,1,0,0,1,1,0.0,Interested if priced right,Prefer complete looks,1,1,1,0,1.0,0,Yes regularly,No major concerns,YouTube hauls,Great curation,Clear size guide and photos,Not confident at all,Occasionally,Makes me hesitate,Maybe after first box,Yes frequently,Interested
1297,Aesthetic Chaser,18-22,Male,Tier 3 / Small town,Working professional,Below 10k,Fashion as self-expression,Streetwear,Minimal / Clean girl,Social media trends,3,Once a month,1000-2500,700-1500,800-1200,Likely yes,1,1,1,1,1,0,1,0,0.0,1,1.0,1,1,1,1,0,0,0,1,0.0,Interested if priced right,Prefer to mix myself,1,1,1,0,1.0,0,No but open,Social stigma,Pop-up events,Low prices,Clear size guide and photos,Somewhat confident,Occasionally,Comfortable with it,Would subscribe immediately,Yes occasionally,Interested
1298,Aesthetic Chaser,18-22,Male,Metro,Working professional,10k-25k,Fashion as self-expression,Streetwear,None,Social media trends,3,Once every 2-3 months,Above 5000,700-1500,1200-1800,Unsure,1,0,0,0,1,0,1,0,1.0,0,1.0,1,1,1,1,1,1,0,1,0.0,Very interested,Prefer to mix myself,0,1,1,0,1.0,0,Yes a few times,No major concerns,Instagram/Reels,Great curation,Clear size guide and photos,Unsure - it concerns me,Yes regularly,Makes me hesitate,Maybe after first box,Yes occasionally,Interested
1299,Bargain Hunter,Under 18,Male,Metro,Student,Below 10k,Avoid fast fashion actively,Sporty / Athleisure,None,Sustainability,4,Once a month,1000-2500,Under 300,500-800,Definitely yes,1,1,0,0,0,0,1,1,0.0,1,0.0,1,1,0,0,1,0,0,0,1.0,Not interested,Prefer complete looks,0,1,0,0,0.0,0,No and unlikely,Quality/Wear and tear,YouTube hauls,Low prices,COD/Easy return,Unsure - it concerns me,No,Comfortable with it,Would subscribe immediately,Rarely,Interested
1300,Fence-Sitter,28-34,Male,Tier 3 / Small town,Working professional,10k-25k,Dress for comfort/practicality,Minimal / Clean girl,Formal / Classic,Brand reputation,4,Once every 2-3 months,1000-2500,700-1500,800-1200,Definitely yes,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,1,1,0,0,0.0,Not interested,Sometimes if it appeals,1,1,1,1,1.0,1,No but open,Quality/Wear and tear,WhatsApp drops,Sustainability,Clear size guide and photos,Unsure - it concerns me,Occasionally,Yes would stop me,Prefer one-off,Yes occasionally,Maybe
1301,Aesthetic Chaser,23-27,Female,Metro,Student,10k-25k,Fashion as self-expression,Streetwear,None,Sustainability,2,Once a month,Above 5000,300-700,500-800,Unsure,1,0,0,1,1,0,1,0,0.0,0,0.0,0,1,0,0,0,1,1,1,0.0,Very interested,Prefer complete looks,0,1,1,0,1.0,0,No but open,No major concerns,Website/Online store,Great curation,Reviews and tagged photos,Somewhat confident,Engage but rarely post,Makes me hesitate,No interest,Yes frequently,Maybe
1302,Occasional Gifter,23-27,Male,Metro,Working professional,10k-25k,Dress for comfort/practicality,Y2K / Retro,Minimal / Clean girl,Social media trends,1,Rarely,1000-2500,1500-3000,1200-1800,Probably not,1,0,1,0,1,0,0,1,0.0,1,0.0,0,1,0,0,0,1,0,1,1.0,Curious but unsure,Prefer complete looks,1,0,0,1,1.0,1,No but open,Hygiene/Cleanliness,Pop-up events,Easy returns,COD/Easy return,Unsure - it concerns me,No,Depends on price,Prefer one-off,Yes occasionally,Not Interested
1303,Aesthetic Chaser,18-22,Female,Metro,Working professional,Above 1L,Fashion as self-expression,Y2K / Retro,Cottagecore / Boho,Sustainability,3,Once a month,1000-2500,1500-3000,800-1200,Likely yes,1,0,1,0,0,0,1,1,1.0,0,,0,1,0,0,0,1,1,0,,Interested if priced right,Sometimes if it appeals,1,1,1,0,1.0,0,Yes a few times,Size availability,Word of mouth,Unique pieces,Clear size guide and photos,Somewhat confident,Yes regularly,Comfortable with it,Maybe after first box,Never,Interested
1304,Bargain Hunter,23-27,Male,Tier 2,Student,25k-50k,Fashion as self-expression,Streetwear,Minimal / Clean girl,Social media trends,3,Few times a year,Under 500,700-1500,500-800,Likely yes,0,0,1,1,0,1,1,0,0.0,0,0.0,0,0,1,1,1,1,1,0,0.0,Curious but unsure,Prefer complete looks,0,1,0,0,0.0,0,No but open,Size availability,Instagram/Reels,Low prices,Clear size guide and photos,Unsure - it concerns me,Yes regularly,Makes me hesitate,Maybe after first box,Rarely,Interested
1305,Fence-Sitter,23-27,Male,Tier 2,Homemaker,10k-25k,Follow trends to fit in,Minimal / Clean girl,Streetwear,Social media trends,2,Few times a year,500-1000,300-700,800-1200,Likely yes,1,0,1,1,1,1,1,0,0.0,1,1.0,0,1,0,1,1,1,0,0,0.0,Very interested,Prefer to mix myself,1,1,1,0,0.0,0,No and unlikely,Size availability,Word of mouth,Easy returns,Reviews and tagged photos,Unsure - it concerns me,No,Yes would stop me,No interest,Yes occasionally,Maybe
1306,Occasional Gifter,23-27,Male,Metro,Working professional,25k-50k,Buy what is affordable,Minimal / Clean girl,Cottagecore / Boho,Price/Affordability,2,Few times a year,Above 5000,700-1500,500-800,Unsure,1,1,0,1,1,0,0,1,1.0,1,1.0,0,0,0,0,1,1,1,0,0.0,Interested if priced right,Sometimes if it appeals,0,1,1,1,1.0,0,No and unlikely,Size availability,Instagram/Reels,Great curation,COD/Easy return,Not confident at all,Engage but rarely post,Makes me hesitate,Would subscribe immediately,Rarely,Not Interested
1307,Fence-Sitter,18-22,Female,Tier 2,Student,10k-25k,Fashion as self-expression,Formal / Classic,Streetwear,Celebrity/Influencer,2,Few times a year,2500-5000,700-1500,1200-1800,Likely yes,0,0,0,0,1,1,0,1,,1,1.0,0,0,0,0,0,0,1,0,,Interested if priced right,No preference,0,1,0,0,0.0,0,No but open,Limited style options,Instagram/Reels,Sustainability,COD/Easy return,Very confident,No,Depends on price,Prefer one-off,Yes frequently,Interested
1308,Fence-Sitter,18-22,Female,Metro,Working professional,50k-1L,Fashion as self-expression,Cottagecore / Boho,None,Sustainability,4,Rarely,1000-2500,700-1500,Under 500,Likely yes,0,0,0,0,0,1,0,0,0.0,0,1.0,0,1,1,0,1,1,0,0,0.0,Not interested,Prefer to mix myself,0,1,0,1,1.0,1,No but open,Hygiene/Cleanliness,Word of mouth,Easy returns,Clear size guide and photos,Somewhat confident,Engage but rarely post,Comfortable with it,No interest,Rarely,Interested
1309,Conscious Spender,18-22,Male,Tier 2,Self-employed/Freelancer,10k-25k,Avoid fast fashion actively,Dark academia,Cottagecore / Boho,Sustainability,1,Once a month,2500-5000,Above 3000,500-800,No,0,1,0,0,0,1,0,1,1.0,0,1.0,1,1,1,0,0,0,1,1,0.0,Very interested,Sometimes if it appeals,1,1,1,1,1.0,0,No but open,Quality/Wear and tear,Instagram/Reels,Sustainability,Clear size guide and photos,Somewhat confident,Occasionally,Makes me hesitate,Prefer one-off,Yes occasionally,Maybe
1310,Fence-Sitter,23-27,Non-binary/Gender fluid,Tier 3 / Small town,Working professional,Below 10k,Buy what is affordable,Y2K / Retro,None,Peer recommendations,4,Few times a year,Above 5000,700-1500,500-800,Likely yes,1,1,0,0,0,0,0,1,1.0,0,0.0,1,1,1,1,0,0,1,0,1.0,Curious but unsure,No preference,0,1,1,0,1.0,0,No but open,Quality/Wear and tear,Word of mouth,Great curation,COD/Easy return,Somewhat confident,Occasionally,Makes me hesitate,No interest,Yes occasionally,Interested
1311,Aesthetic Chaser,23-27,Non-binary/Gender fluid,Tier 3 / Small town,Student,10k-25k,Dress for comfort/practicality,Streetwear,Formal / Classic,Social media trends,3,Once a month,500-1000,700-1500,1200-1800,Likely yes,0,1,0,0,1,0,1,1,1.0,0,0.0,1,0,1,0,1,0,1,0,0.0,Very interested,Prefer to mix myself,0,0,0,0,0.0,0,Yes regularly,Limited style options,Instagram/Reels,Unique pieces,COD/Easy return,Unsure - it concerns me,No,Makes me hesitate,Maybe after first box,Yes occasionally,Interested
1312,Occasional Gifter,35-44,Male,Metro,Homemaker,50k-1L,Dress for comfort/practicality,Cottagecore / Boho,None,Brand reputation,3,Rarely,500-1000,Under 300,500-800,Unsure,0,0,1,0,1,1,1,0,1.0,1,0.0,0,0,1,0,1,1,1,0,0.0,Not interested,Prefer complete looks,0,0,1,1,0.0,1,No but open,Size availability,Word of mouth,Great curation,Clear size guide and photos,Very confident,No,Yes would stop me,Would subscribe immediately,Rarely,Maybe
1313,Bargain Hunter,18-22,Male,Tier 2,Student,Above 1L,Buy what is affordable,Cottagecore / Boho,None,Peer recommendations,3,Few times a year,500-1000,Under 300,500-800,Definitely yes,0,0,1,1,0,0,1,0,0.0,0,1.0,0,0,0,0,1,1,1,0,0.0,Curious but unsure,Prefer to mix myself,1,1,0,0,1.0,1,Yes a few times,Hygiene/Cleanliness,YouTube hauls,Sustainability,COD/Easy return,Not confident at all,Occasionally,Makes me hesitate,No interest,Yes occasionally,Maybe
1314,Fence-Sitter,23-27,Female,Metro,Student,10k-25k,Follow trends to fit in,Y2K / Retro,Streetwear,Sustainability,4,Few times a year,2500-5000,700-1500,Would not buy,Probably not,0,0,1,1,1,0,1,0,0.0,1,1.0,0,1,1,0,0,1,1,0,0.0,Very interested,Sometimes if it appeals,0,0,1,0,1.0,0,Yes a few times,Hygiene/Cleanliness,WhatsApp drops,Unique pieces,COD/Easy return,Somewhat confident,No,Comfortable with it,No interest,Yes occasionally,Interested
1315,Conscious Spender,28-34,Male,Tier 3 / Small town,Working professional,25k-50k,Avoid fast fashion actively,Minimal / Clean girl,None,Peer recommendations,2,Once every 2-3 months,500-1000,700-1500,1200-1800,Probably not,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,0,1,1,0,1,0,0.0,Curious but unsure,Sometimes if it appeals,1,1,1,1,1.0,0,Yes regularly,Size availability,Website/Online store,Easy returns,COD/Easy return,Very confident,Engage but rarely post,Depends on price,Prefer one-off,Rarely,Interested
1316,Bargain Hunter,18-22,Female,Metro,Student,25k-50k,Buy what is affordable,Minimal / Clean girl,None,Sustainability,2,Rarely,500-1000,700-1500,Would not buy,Definitely yes,0,0,0,1,0,0,0,0,1.0,1,0.0,0,0,1,0,0,1,0,0,0.0,Very interested,Prefer complete looks,0,1,1,0,0.0,0,Yes regularly,Size availability,YouTube hauls,Easy returns,COD/Easy return,Somewhat confident,No,Comfortable with it,No interest,Yes occasionally,Interested
1317,Bargain Hunter,18-22,Female,Tier 3 / Small town,Working professional,Below 10k,Fashion as self-expression,Formal / Classic,Y2K / Retro,Brand reputation,3,Once every 2-3 months,Under 500,700-1500,800-1200,Unsure,0,0,1,0,1,0,1,0,1.0,1,0.0,0,0,0,1,1,0,0,0,0.0,Curious but unsure,Prefer complete looks,0,1,1,0,0.0,0,No but open,Size availability,Instagram/Reels,Low prices,Clear size guide and photos,Somewhat confident,Occasionally,Yes would stop me,Would subscribe immediately,Yes occasionally,Maybe
1318,Fence-Sitter,45+,Male,Tier 3 / Small town,Self-employed/Freelancer,25k-50k,Follow trends to fit in,Minimal / Clean girl,Streetwear,Sustainability,1,Once a month,1000-2500,300-700,500-800,Unsure,1,1,1,0,1,0,0,1,1.0,0,0.0,0,1,0,0,1,0,1,0,0.0,Curious but unsure,No preference,0,0,0,0,0.0,1,No but open,Hygiene/Cleanliness,Instagram/Reels,Social proof,Clear size guide and photos,Somewhat confident,Engage but rarely post,Makes me hesitate,No interest,Rarely,Not Interested
1319,Aesthetic Chaser,23-27,Female,Rural,Student,10k-25k,Buy what is affordable,Y2K / Retro,None,Social media trends,2,Once a month,2500-5000,300-700,800-1200,Unsure,0,1,0,0,1,0,0,1,1.0,1,0.0,0,1,0,0,1,1,1,0,0.0,Interested if priced right,Prefer to mix myself,0,1,1,0,1.0,0,No but open,Limited style options,Instagram/Reels,Unique pieces,Clear size guide and photos,Somewhat confident,Occasionally,Depends on price,Would subscribe immediately,Yes frequently,Interested
1320,Aesthetic Chaser,23-27,Male,Metro,Student,50k-1L,Avoid fast fashion actively,Y2K / Retro,None,Price/Affordability,3,Multiple times a month,1000-2500,700-1500,800-1200,Likely yes,1,1,1,1,0,0,0,1,0.0,1,0.0,0,1,0,1,0,1,0,0,1.0,Curious but unsure,No preference,0,1,0,0,1.0,1,No but open,No major concerns,Pop-up events,Unique pieces,Clear size guide and photos,Very confident,Occasionally,Makes me hesitate,Maybe after first box,Rarely,Interested
